Title,Price sale,Price origin,url,Loại card đồ họa,Dung lượng RAM,Ổ cứng,Kích thước màn hình,Công nghệ màn hình,Hệ điều hành,Cổng giao tiếp,Loại RAM,Số khe ram,Pin,Độ phân giải màn hình,Socket.690.000đKhi thu cũ lên đời,27.990.000đ,https://cellphones.com.vn/macbook-air-m3-13-inch-2024.html,GPU 8 Lõi,8GB,256GB SSD,13.6 inches,True Tone,MacOS,Cổng sạc MagSafe 3Hai cổng Thunderbolt / USB 4
Macbook Pro 16 M3 Pro 18GB - 512GB | Chính hãng Apple Việt Nam,60.990.000đKhi thu cũ lên đời,64.990.000đ,https://cellphones.com.vn/macbook-pro-16-inch-m3-pro-2023-18gb-512gb.html,18 nhânNeural Engine 16 nhân,18GB,512GB,16.2 inches,Độ sáng XDR: 1000 nit liên tục ở chế độ toàn màn hìnhĐộ sáng đỉnh 1600 nit (chỉ nội dung HDR)True ToneProMotion ,,Hai cổng Thunderbolt / USB 4 (USB-C)Ba cổng Thunderbolt 4 (USB-C)Cổng HDMI Cổng HDMIKhe thẻ nhớ SDXCJack 3.5mm,,,70Wh,3024 x 1964 pixels 
Mac Studio 2022 M1 Max 10 CPU | Chính hãng Apple Việt Nam,36.490.000đKhi thu cũ lên đời,55.990.000đ,https://cellphones.com.vn/mac-studio-2022.html,,,,,,,,,,,
Laptop Asus Vivobook 14 OLED A1405VA-KM257W,14.490.000đKhi thu cũ lên đời,20.990.000đ,https://cellphones.com.vn/laptop-asus-vivobook-14-oled-a1405va-km257w.html,Intel Iris Xe Graphics,16GB,512GB M.2 NVMe PCIe 3.0 SSD,14 inches,Thời gian phản hồi 0.2ms Độ sáng tối đa 600 nits HDR Độ phủ màu 100% DCI-P3 Gamut mapping Display HDR True Black 600 1.07 tỷ màu Giảm 70% ánh sáng xanh Màn hình chăm sóc mắt của SGS,Windows 11 Home,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C hỗ trợ sạc 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in,DDR4,8GB DDR4 Onboard + 8GB DDR4 SO-DIMM,"50WHrs, 3S1P, 3-cell Li-ion",2880 x 1800 pixels
Laptop ASUS VivoBook S 14 FLIP TP3402VA-LZ118W,19.890.000đKhi thu cũ lên đời,26.490.000đ,https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tp3402va-lz118w.html,,,,,,,,,,,
iMac 24 2021 M1 8GPU 8GB 256GB I Chính hãng Apple Việt Nam,24.590.000đKhi thu cũ lên đời,39.990.000đ,https://cellphones.com.vn/imac-2021-8gpu.html,,,,,,,,,,,
Laptop Acer Aspire 7 A715-76G-59MW,14.990.000đKhi thu cũ lên đời,21.490.000đ,https://cellphones.com.vn/laptop-acer-aspire-7-a715-76g-59mw.html,"NVIDIA GeForce RTX 2050, 4 GB",8GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",15.6 inches,Acer ComfyView,Windows 11 Home SL,"1x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4)  1x Jack tai nghe 3.5 mm 3x USB 3.2 1x HDMI 1x LAN (RJ45)",DDR4 3200 MHz,"2 khe (1 khe 8 GB + 1 khe rời, nâng cấp tối đa 32 GB)","3-cell Li-ion, 50 Wh",1920 x 1080 pixels (FullHD)
Laptop LG GRAM 2023 16Z90RS-G.AH54A5,30.990.000đKhi thu cũ lên đời,43.990.000đ,https://cellphones.com.vn/laptop-lg-gram-2023-ultra-slim-16z90rs-g-ah54a5.html,Intel Iris Xe Graphics,16GB,512GB SSD NVMe Gen 4 (1 khe cắm SSD M.2 trống),16 inches,Màn hình chống chóiĐộ sáng 400nits Độ phủ màu DCI-P3 100%Thời gian phản hồi 0.2ms,Windows 11 Home,2x USB 4 Gen3x2 Type C USB Type A,LPDDR5 6000MHz,1 thanh RAM 16GB,80 Wh Li-Ion,3200 x 2000 pixel (WQHD+)
Laptop HP Evy 13 BA1047 290F5UA Nhập Khẩu chính hãng,12.990.000đKhi thu cũ lên đời,22.990.000đ,https://cellphones.com.vn/laptop-hp-envy-13-ba1047-290f5ua.html,,,,,,,,,,,
Laptop Asus Vivobook 15 Oled A1505VA L1491W,16.690.000đKhi thu cũ lên đời,22.990.000đ,https://cellphones.com.vn/laptop-asus-vivobook-15-oled-a1505va-l1491w.html,Intel Iris XE Graphics,16GB,512GB ,15.6 inches,,Windows 11 Home,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C support power delivery 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in,DDR4,8GB onboard + 8GB SO-DIMM,"50WHrs, 3S1P, 3-cell Li-ion",1080 x 1920 pixels (FullHD)
Laptop Lenovo LOQ 15IRX9 83DV00D5VN,26.990.000đKhi thu cũ lên đời,31.990.000đ,https://cellphones.com.vn/laptop-lenovo-loq-15irx9-83dv00d5vn.html,,,,,,,,,,,
Laptop Lenovo LOQ 15IRX9 83DV00D5VN,26.990.000đKhi thu cũ lên đời,31.990.000đ,https://cellphones.com.vn/laptop-lenovo-loq-15irx9-83dv00d5vn.html,,,,,,,,,,,
Laptop MSI Cyborg 15 A12VE-240VN,19.490.000đKhi thu cũ lên đời,27.490.000đ,https://cellphones.com.vn/laptop-msi-cyborg-15-a12ve-240vn.html,,,,,,,,,,,
Laptop Lenovo Yoga Slim 6 14IRH8 83E00008VN,19.990.000đKhi thu cũ lên đời,24.990.000đ,https://cellphones.com.vn/laptop-lenovo-yoga-slim-6-14irh8-83e00008vn.html,Intel Iris Xe Graphics,16GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (có thể tháo ra nâng cáp tối đa 1TB),14 inches,Độ sáng 400nitsĐộ phủ màu 100% DCI-P3EyesafeDolby VisionDisplayHDR True Black 500,Windows 11 Home,"1x HDMI 2.1, up to 4K/60Hz1x Headphone / microphone combo jack (3.5mm) 1x USB 3.2 Gen 1 (Always On) 2x Thunderbolt 4 / USB4 40Gbps (Truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4)",LPDDR5x-5200 Onboard,"1 khe, Ram onboard",65 Wh,1920 x 1200 pixels (WUXGA)
Laptop MSI Modern 15 B7M-231VN,9.990.000đKhi thu cũ lên đời,14.990.000đ,https://cellphones.com.vn/laptop-msi-modern-15-b7m-231vn.html,AMD Radeon Graphics,16GB,512GB SSD M.2 NVMe,15.6 inches,,Windows 11 Home,1 x HDMI 1 x USB Type C 1 x USB 3.2  2 x USB 2.0 1 x Jack cắm âm thanh,DDR4 3200MHz,2 khe RAM," 3-Cell, 39.3 Wh",1920 x 1080 pixels (FullHD)
Macbook Pro 14 M3 Max 36GB - 1TB | Chính hãng Apple Việt Nam,76.990.000đKhi thu cũ lên đời,79.990.000đ,https://cellphones.com.vn/macbook-pro-14-inch-m3-max-2023-36gb-1tb.html,,,,,,,,,,,
Laptop Lenovo IdeaPad Flex 5 14IAU7 82R700JLVN,13.490.000đKhi thu cũ lên đời,18.990.000đ,https://cellphones.com.vn/laptop-lenovo-ideapad-flex-5-14iau7-82r700jlvn.html,Intel Iris Xe Graphics,16GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,14 inches,Độ sáng 300nitsĐộ phủ màu 100% sRGBTÜV Low Blue Light,Windows 11 Home,"1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On) 1x Thunderbolt 4 / USB4 40Gbps (Truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.4a)1x HDMI 1.4b1x Đầu đọc thẻ1x Headphone / microphone combo jack (3.5mm)1x Đầu nối nguồn",LPDDR4x-4266 Onboard,,52.5Wh,2240 x 1400 pixels
Laptop Acer Swift 3 SF314-512-56QN NX.K0FSV.002,15.490.000đKhi thu cũ lên đời,23.790.000đ,https://cellphones.com.vn/laptop-acer-swift-3-sf314-512-56qn-nx-k0fsv-002.html,Intel Iris Xe Graphics,16GB,512GB SSD M.2 PCIe,14 inches,LED BacklitAcer ComfyView,Windows 11 Home,2x USB 3.2 Gen1 Type-A 2x Thunder Bolt 4 1x HDMI 2.0 1x Mic-in/ Headphone-out combo jack 1x DC-inLAN Gigabit,LPDDR4X Onboard,," 3-cell Li-ion, 56Wh",2560 x 1440 pixels (2K)
Laptop ASUS ZenBook S 13 OLED UX5304VA-NQ125W,27.990.000đKhi thu cũ lên đời,39.990.000đ,https://cellphones.com.vn/laptop-asus-zenbook-s-13-oled-ux5304va-nq125w.html,Intel Iris Xe Graphics,16GB,512GB M.2 NVMe PCIe 4.0 SSD,13.3 inches,Thời gian phản hồi 0.2msĐộ sáng tối đa 550nits HDRĐộ phủ màu 100% DCI-P3HDR True Black 5001.07 tỷ màuTÜV Rheinland-certifiedSGS Eye Care Display,Windows 11 Home,1x USB 3.2 Gen 2 Type-A2x Thunderbolt 4 (Display / Sạc)1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack,LPDDR5 Onboard,,"63WHrs, 2S2P, 4-cell Li-ion",2880 x 1800 pixels
Laptop LG Gram 2023 14Z90R-G.AH75A5,23.890.000đKhi thu cũ lên đời,38.990.000đ,https://cellphones.com.vn/laptop-lg-gram-2023-14z90r-g-ah75a5.html,,,,,,,,,,,
Laptop ASUS Zenbook 14 Flip OLED UP3404VA-KN039W,24.990.000đKhi thu cũ lên đời,33.990.000đ,https://cellphones.com.vn/laptop-asus-zenbook-14-flip-oled-up3404va-kn039w.html,Intel Iris Xe Graphics,16GB,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,Thời gian phản hồi 0.2ms Tần số quét 90Hz Độ sáng tối đa 550nits HDR Độ phủ màu 100% DCI-P3 VESA CERTIFIED Display HDR True Black 500 1.07 tỷ màu TÜV Rheinland-certified Ánh sáng xanh có hại ít hơn 70% Bảo vệ mắt SGS,Windows 11 Home,1x USB 3.2 Gen 2 Type-A  2x Thunderbolt 4 (Display / Sạc) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack,LPDDR5 On board,,"75WHrs, 2S2P, 4-cell Li-ion",2880 x 1800 pixels
Laptop Lenovo IdeaPad 3 14ITL6 82H701QYVN,10.490.000đKhi thu cũ lên đời,15.490.000đ,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14itl6-82h701qyvn.html,Intel Iris Xe Graphics,16GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,14 inches,Màn hình chống chói Độ sáng 300nits,Windows 11 Home Single Language,1x USB 2.0 1x USB 3.2 Gen 11x USB-C 3.2 Gen 1 (chỉ hỗ trợ truyền dữ liệu)1x HDMI 1.4b1x Đầu đọc thẻ1x Headphone / microphone combo jack (3.5mm)1x Đầu nối nguồn,DDR4-3200,2 khe nâng cấp tối đa 16GB (8GB Onboard + 8GB SO-DIMM),"3 cell, 45Wh",1920 x 1080 pixels (FullHD)
Laptop ASUS Vivobook 14 X1404ZA-NK386W,6.890.000đKhi thu cũ lên đời,11.990.000đ,https://cellphones.com.vn/laptop-asus-vivobook-14-x1404za-nk386w.html,,,,,,,,,,,
Laptop Acer Gaming Nitro 16 Phoenix AN16-41-R50Z,24.490.000đKhi thu cũ lên đời,30.990.000đ,https://cellphones.com.vn/laptop-acer-gaming-nitro-16-phoenix-an16-41-r50z.html,,,,,,,,,,,
Laptop HP Pavilion 15-EG3095TU 8C5L6PA,14.790.000đKhi thu cũ lên đời,19.990.000đ,https://cellphones.com.vn/laptop-hp-pavilion-15-eg3095tu-8c5l6pa.html,Intel Iris Xe Graphics,8GB,512 GB SSD NVMe PCIe,15.6 inches,Độ phủ màu 45% NTSC  Màn hình chống chói  Độ sáng 250 nits,Windows 11 Home SL,"1x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)1x Jack tai nghe 3.5 mm 2x USB 3.2 1x HDMI",DDR4 3200 MHz,"2 khe (1 khe 4 GB + 1 khe 4 GB, hỗ trợ nâng cấp tối đa 32 GB)","3-cell Li-ion, 41 Wh",1920 x 1080 pixels (FullHD)
Laptop ASUS Zenbook 14 Flip OLED UP3404VA-KN038W,21.990.000đKhi thu cũ lên đời,29.990.000đ,https://cellphones.com.vn/laptop-asus-zenbook-14-flip-oled-up3404va-kn038w.html,Intel Iris Xe Graphics,16GB,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,Thời gian phản hồi 0.2ms Tần số quét 90Hz Độ sáng tối đa 550nits HDR Độ phủ màu 100% DCI-P3 VESA CERTIFIED Display HDR True Black 500 1.07 tỷ màu TÜV Rheinland-certified Ánh sáng xanh có hại ít hơn 70% Bảo vệ mắt SGS,Windows 11 Home,1x USB 3.2 Gen 2 Type-A  2x Thunderbolt 4 (Display / Sạc) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack,LPDDR5 On board,,"75WHrs, 2S2P, 4-cell Li-ion",2880 x 1800 pixels
Laptop HP Elitebook 630 G9 6M142PA,13.990.000đKhi thu cũ lên đời,19.990.000đ,https://cellphones.com.vn/laptop-hp-elitebook-630-g9-6m142pa.html,Intel Iris Xe Graphics,8GB,256GB SSD M.2 NVMe ,13.3 inches, Màn hình chống lóa,Windows 11,2x USB 3.2  1x Thunderbolt 4  Audio combo  LAN 1 Gb/s,3200MHz,1 x 8GB + 1 khe trống,3 cell 42 Wh,1080 x 1920 pixels (FullHD)
Macbook Air M3 13 inch 2024 8GB - 512GB | Chính hãng Apple Việt Nam,30.490.000đKhi thu cũ lên đời,32.990.000đ,https://cellphones.com.vn/macbook-air-m3-13-inch-2024-8gb-512gb.html,GPU 10 Lõi,8GB,512GB SSD,13.6 inches,True Tone,MacOS,Cổng sạc MagSafe 3Hai cổng Thunderbolt / USB 4,,,,
Laptop Acer Aspire 3 A315-59-381E,6.790.000đKhi thu cũ lên đời,11.990.000đ,https://cellphones.com.vn/laptop-acer-aspire-3-a315-59-381e.html,,,,,,,,,,,
Laptop MSI Cyborg 15 A12UCX-281VN,13.990.000đKhi thu cũ lên đời,19.990.000đ,https://cellphones.com.vn/laptop-msi-cyborg-15-a12ucx-281vn.html,NVIDIA GeForce RTX 2050 4GB,8GB,512GB NVMe PCIe SSD Gen4x4,15.6 inches,Độ phủ màu 45% NTSC,Windows 11 Home,1x Type-C USB3.2 Gen1/ DP1.4 2x USB 3.2 Gen1 Type-A 1x HDMI 2.1 1x Jack cắm tai nghe,DDR5 4800Mhz,2 khe RAM (nâng cấp tối đa 64GB),"53.5 Whr, 3-Cell",1920 x 1080 pixels (FullHD)
Macbook Pro 16 M3 Max 48GB - 1TB | Chính hãng Apple Việt Nam,99.990.000đKhi thu cũ lên đời,102.490.000đ,https://cellphones.com.vn/macbook-pro-16-inch-m3-max-2023-48gb-1tb.html,40 nhân,,1TB,16.2 inches,Độ sáng XDR: 1000 nit liên tục ở chế độ toàn màn hìnhĐộ sáng đỉnh 1600 nit (chỉ nội dung HDR)True ToneProMotion ,,Hai cổng Thunderbolt / USB 4 (USB-C)Ba cổng Thunderbolt 4 (USB-C)Cổng HDMI Cổng HDMIKhe thẻ nhớ SDXCJack 3.5mm,,,70Wh,3024 x 1964 pixels 
Laptop MSI Modern 15 B13M-438VN,10.990.000đKhi thu cũ lên đời,18.490.000đ,https://cellphones.com.vn/laptop-msi-modern-15-b13m-438vn.html,Intel Iris Xe Graphics,8GB,512GB M2. PCIe,15.6 inches,Công nghệ màn hình FHD Độ sáng 300 nits Độ phủ màu 45% NTSC,Windows 11 Home,1x Đầu đọc thẻ1x Giắc cắm DC1x HDMI1x Type C1x USB 3.2 Gen 22x USB 2.0,DDR4 3200 MHz,1 thanh RAM 8GB,"65 W, 3-Cell (pin Li-po)",1920 x 1080 pixels (FullHD)
Macbook Air M3 13 inch 2024 16GB - 256GB sạc 30W | Chính hãng Apple Việt Nam,30.990.000đKhi thu cũ lên đời,,https://cellphones.com.vn/macbook-air-m3-13-inch-2024-16gb-256gb.html,GPU 10 Lõi,16GB,256GB SSD,13.6 inches,True Tone,MacOS,Cổng sạc MagSafe 3Hai cổng Thunderbolt / USB 4,,,,
Laptop ASUS Vivobook 15X OLED M3504YA-L1332W,13.690.000đKhi thu cũ lên đời,18.490.000đ,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-m3504ya-l1332w.html,,,,,,,,,,,
Laptop Gaming Acer Nitro 5 Tiger AN515-58-769J NH.QFHSV.003,18.990.000đKhi thu cũ lên đời,29.990.000đ,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-tiger-an515-58-769j.html,NVIDIA® GeForce RTX™ 3050 4GB GDDR6,8GB,"512GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",15.6 inches,LED BacklitAcer ComfyView,Windows 11 Home,"1x USB 3.2 Gen 2 Type-C(hỗ trợ USB, DisplayPort, Thunderbolt 4)3 x USB 3.21 x LAN (RJ45)1 x Jack tai nghe 3.5 mm1 x HDMI",DDR4,"2x SO-DIMM socket, up to 32GB SDRAM",4 Cell 57.5WHr,1920 x 1080 pixels (FullHD)
Laptop Acer Aspire 5 Spin 14 A5SP14-51MTN-573X,15.990.000đKhi thu cũ lên đời,20.990.000đ,https://cellphones.com.vn/laptop-acer-aspire-5-spin-14-a5sp14-51mtn-573x.html,Intel Iris Xe Graphics,16GB,"512GB PCIe NVMe SSD (nâng cấp tối đa 2 TB HDD và 1 TB SSD PCIe Gen3 8 Gb/s up to 4 lanes, NVMe)",14 inches,Acer ComfyView,Win 11 Home,1x USB Type-C2x USB-A1x HDMI 2.11x 3.5 mm headphone/speaker jack1x DC-in jack for AC adapter,LPDDR5 5200Mhz Onboard,,50Wh Li-ion battery,1920 x 1200 pixels (FullHD+)
Laptop HP 14-EP0112TU 8C5L1PA,13.790.000đKhi thu cũ lên đời,19.590.000đ,https://cellphones.com.vn/laptop-hp-14-ep0112tu-8c5l1pa.html,,,,,,,,,,,
Laptop MSI Modern 14 C13M-607VN,14.490.000đKhi thu cũ lên đời,21.490.000đ,https://cellphones.com.vn/laptop-msi-modern-14-c13m-607vn.html,Intel Iris Xe Graphics,16GB,512GB M.2 NVMe,14 inches,Công nghệ màn hình FHDĐộ sáng 300 nitsĐộ phủ màu 45% NTSC,Windows 11 Home,1x Card reader 1x Giắc cắm DC 1x HDMI 1x Type C 1x USB 3.2 2x USB 2.0,DDR4 3200 MHz,RAM 16GB onboardKhông hỗ trợ nâng cấp,"3 cell, 39.3Whr",1920 x 1080 pixels (FullHD)
Laptop MSI Modern 15 B7M-238VN,11.990.000đKhi thu cũ lên đời,16.990.000đ,https://cellphones.com.vn/laptop-msi-modern-15-b7m-238vn.html,AMD Radeon Graphics,16GB,512 GB SSD,15.6 inches,Độ phủ màu 45% NTSC,Windows 11 Home,1 x HDMI 1 x Jack 3.5 mm 1 x Type C 1 x USB 3.2 2 x USB 2.0,DDR4 3200 MHz Onboard,,39.3Whr 3 Cell,1920 x 1080 pixels (FullHD)
Laptop Gaming Acer Nitro V ANV15-51-75GS,25.990.000đKhi thu cũ lên đời,29.990.000đ,https://cellphones.com.vn/laptop-gaming-acer-nitro-v-anv15-51-75gs.html,,,,,,,,,,,
Macbook Pro 14 M3 8GB - 1TB | Chính hãng Apple Việt Nam,40.990.000đKhi thu cũ lên đời,44.990.000đ,https://cellphones.com.vn/macbook-pro-14-inch-m3-2023-8gb-1tb.html,10 nhânNeural Engine 16 nhân,8GB,1TB,14.2 inches,Độ sáng XDR: 1000 nit liên tục ở chế độ toàn màn hìnhĐộ sáng đỉnh 1600 nit (chỉ nội dung HDR)True ToneProMotion ,,Hai cổng Thunderbolt / USB 4 (USB-C)Ba cổng Thunderbolt 4 (USB-C)Cổng HDMI Cổng HDMIKhe thẻ nhớ SDXCJack 3.5mm,,,70Wh,3024 x 1964 pixels 
Laptop Lenovo LOQ 15IRX9 83DV00ERVN,29.490.000đKhi thu cũ lên đời,34.990.000đ,https://cellphones.com.vn/laptop-lenovo-loq-15irx9-83dv00ervn.html,,,,,,,,,,,
Laptop MSI Gaming Thin GF63 12VE-454VN,19.490.000đKhi thu cũ lên đời,22.990.000đ,https://cellphones.com.vn/laptop-msi-gaming-thin-gf63-12ve-454vn.html,,,,,,,,,,,
Macbook Pro 16 M3 Pro 36GB - 512GB | Chính hãng Apple Việt Nam,70.990.000đKhi thu cũ lên đời,74.990.000đ,https://cellphones.com.vn/macbook-pro-16-inch-m3-pro-2023-36gb-512gb.html,18 nhânNeural Engine 16 nhân,36GB,512GB,16.2 inches,Độ sáng XDR: 1000 nit liên tục ở chế độ toàn màn hìnhĐộ sáng đỉnh 1600 nit (chỉ nội dung HDR)True ToneProMotion ,,Hai cổng Thunderbolt / USB 4 (USB-C)Ba cổng Thunderbolt 4 (USB-C)Cổng HDMI Cổng HDMIKhe thẻ nhớ SDXCJack 3.5mm,,,72.4Wh,3024 x 1964 pixels 
Laptop Lenovo Yoga Slim 6 14IRH8 83E0000VVN,20.890.000đKhi thu cũ lên đời,24.990.000đ,https://cellphones.com.vn/laptop-lenovo-yoga-slim-6-14irh8-83e0000vvn.html,,,,,,,,,,,
Laptop Dell Inspiron 15 3525 4R52X,9.290.000đKhi thu cũ lên đời,13.990.000đ,https://cellphones.com.vn/laptop-dell-inspiron-15-3525-4r52x.html,,,,,,,,,,,
Laptop ASUS VivoBook 15 X1504VA-NJ069W,7.390.000đKhi thu cũ lên đời,12.690.000đ,https://cellphones.com.vn/laptop-asus-vivobook-15-x1504va-nj069w.html,Onboard Intel UHD Graphics,8GB,512GB SSD M.2 NVMeCó thể tháo ra để nâng cấp,15.6 inches,Màn hình chống chói,Windows 11 Home,1 x M.2 NVMe 1 x HDMI 1 x USB Type C 2 x USB 3.2 1 x USB 2.0,Onboard DDR4 ,8GB Onboard + 1 khe (tối đa 16GB),"42 Wh, 3-cell Li-ion, Pin liền",1920 x 1080 pixels (FullHD)
Laptop MSI Modern 15 B12MO-487VN,13.990.000đKhi thu cũ lên đời,19.490.000đ,https://cellphones.com.vn/laptop-msi-modern-15-b12mo-487vn.html,,,,,,,,,,,
Laptop Gigabyte G5 KF-E3VN313SH,19.990.000đKhi thu cũ lên đời,26.490.000đ,https://cellphones.com.vn/laptop-gigabyte-g5-kf-e3vn313sh.html,NVIDIA GeForce RTX 4060 8GB GDDR6 2010MHz  Intel Iris Xe Graphics,16GB,512GB SSD Gen 4 + 1 khe PCIe 3.0,15.6 inches,,Windows 11 Home,1x USB 2.0 Type-A  1x USB3.2 Type-A Gen1 2x USB3.2 Type-C Gen2 1x Mini DisplayPort 1.4 1x Công đầu ra HDMI I (HDCP) 1x 2-in-1 Audio Jack 1x Microphone jack 1x RJ-45 LAN 1x DC-in Jack 1x Đầu đọc thẻ MircoSD,DDR4 3200MHz,2 khe 8GB (Nâng cấp tối đa 64GB),Lithium-Ion 54Wh,1920 x 1080 pixels (FullHD)
Laptop ASUS ZenBook UM5302TA-LX087W,18.990.000đKhi thu cũ lên đời,26.100.000đ,https://cellphones.com.vn/laptop-asus-zenbook-um5302ta-lx087w.html,,,,,,,,,,,
Laptop Dell Vostro 3520 F0V0V256,9.490.000đKhi thu cũ lên đời,13.990.000đ,https://cellphones.com.vn/laptop-dell-vostro-3520-f0v0v256.html,,,,,,,,,,,
Laptop Gigabyte G5 KF-E3VN333SH,19.990.000đKhi thu cũ lên đời,25.990.000đ,https://cellphones.com.vn/laptop-gigabyte-g5-kf-e3vn333sh.html,NVIDIA GeForce RTX 4060 8GB GDDR6 2010MHz  Intel Iris Xe Graphics,8GB,512GB Gen 4 + 1 PCIe 3.0,15.6 inches,,Windows 11 Home,1x USB 2.0 Type-A  1x USB3.2 Type-A Gen1 2x USB3.2 Type-C Gen2 1x Mini DisplayPort 1.4 1x Công đàuu ra HDMI I (HDCP) 1x 2-in-1 Audio Jack 1x Microphone jack 1x RJ-45 LAN 1x DC-in Jack 1x Đầu đọc thẻ MircoSD,DDR4 3200MHz,1 khe trống SO-DIMM (Nâng cấp tối đa 64GB),Lithium-Ion 54Wh,
Laptop ASUS VivoBook 15X OLED S3504VA-L1227WS,18.890.000đKhi thu cũ lên đời,25.990.000đ,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-s3504va-l1227ws.html,Intel Iris Xe Graphics,16GB,512GB M.2 NVMe PCIe 4.0 SSD,15.6 inches,Thời gian phản hồi 0.2ms  Độ sáng 400 nits Độ sáng tối đa  550 nits HDR Độ phủ màu 100% DCI-P3Display HDR True Black 500 1.07 tỷ màu  Giảm ánh sáng xanh 70%  TÜV Rheinland-certified,Windows 11 Home,1x USB 2.0 Type-A  1x USB 3.2 Gen 1 Type-C hỗ trợ sạc 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x Headphone/Headset 1x DC-in,8GB DDR4 Onboard + 8GB DDR4 SO-DIMM,,"50WHrs, 3S1P, 3-cell Li-ion",1920 x 1080 pixels (FullHD)
Laptop ASUS TUF Gaming A15 FA507NV-LP110W,22.390.000đKhi thu cũ lên đời,30.490.000đ,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nv-lp110w.html,,,,,,,,,,,
Laptop LG Gram 2023 14Z90R-G.AH53A5,21.490.000đKhi thu cũ lên đời,32.490.000đ,https://cellphones.com.vn/laptop-lg-gram-2023-14z90r-g-ah53a5.html,,,,,,,,,,,
Laptop Gaming Acer Nitro V ANV15-51-72VS NH.QNASV.004,21.490.000đKhi thu cũ lên đời,25.990.000đ,https://cellphones.com.vn/laptop-gaming-acer-nitro-v-anv15-51-72vs.html,,,,,,,,,,,
Laptop Lenovo Ideapad Yoga 6 13ALC6 82ND00BDVN,11.990.000đKhi thu cũ lên đời,16.800.000đ,https://cellphones.com.vn/laptop-lenovo-ideapad-yoga-6-13alc6-82nd00bdvn.html,Integrated AMD Radeon Graphics,8GB,512GB SSD M.2 2242 PCIe 3.0x4 NVMe,13.3 inches,,Windows 11 Home SL ,1x USB 3.2 Gen 1  1x USB 3.2 Gen 1   1x USB-C 3.2 Gen 1   1x USB-C 3.2 Gen 1  1x Headphone / microphone combo jack (3.5mm),DDR4 3200Mhz,,"4Cell, 60Wh",1920 x 1080 pixels (FullHD)
Laptop MSI Cyborg 15 A12VE-412VN,18.490.000đKhi thu cũ lên đời,24.990.000đ,https://cellphones.com.vn/laptop-msi-cyborg-15-a12ve-412vn.html,NVIDIA GeForce RTX 4050 6GB 40W,8GB,512GB NVMe PCIe Gen 4 SSD,15.6 inches,"Độ phủ màu 45% NTSC, 65% sRGB",Windows 11 Home,1x Type-C (USB3.2 Gen1 / DP)  2x Type-A USB3.2 Gen1 1x HDMI 2.1 (4K @ 60Hz) 1x RJ45 1x Mic-in/Headphone-out Combo Jack,DDR5 4800MHz,2 khe SO-DIMM socket (Nâng cấp tối đa 64GB SDRAM),"3 cell, 53.5Whr",1920 x 1080 pixels (FullHD)
iMac M3 24 inch 16GB 256GB | Chính hãng Apple Việt Nam,38.490.000đKhi thu cũ lên đời,41.990.000đ,https://cellphones.com.vn/imac-m3-2023-24-inch-16gb-256gb.html,,,,,,,,,,,
